columna,columna_1,"CUADRO 3 - Nacimientos por área y sexo, según departamento y municipio de residencia de la madre",columna_2,columna_3,columna_4,columna_5,columna_6,columna_7,columna_8,columna_9,columna_10,columna_11,columna_12,columna_13,columna_14,columna_15,columna_16,columna_17,columna_18,año,tipo,hoja_origen,cuadro
68.0,68235.0,,68235 El Carmen de Chucurí,13,5,8,0,2,3,0,0,1,0,3,4,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
68.0,68245.0,,68245 El Guacamayo,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
68.0,68250.0,,68250 El Peñón,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
68.0,68255.0,,68255 El Playón,13,5,8,0,5,5,0,0,0,0,0,3,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
68.0,68264.0,,68264 Encino,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
68.0,68266.0,,68266 Enciso,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
68.0,68271.0,,68271 Florián,2,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
68.0,68276.0,,68276 Floridablanca,224,112,112,0,110,106,0,0,2,0,2,4,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
68.0,68296.0,,68296 Galán,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
68.0,68298.0,,68298 Gámbita,4,2,2,0,2,0,0,0,0,0,0,2,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
68.0,68307.0,,68307 Girón,154,83,71,0,77,64,0,1,0,0,5,7,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
68.0,68318.0,,68318 Guaca,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
68.0,68320.0,,68320 Guadalupe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
68.0,68322.0,,68322 Guapotá,2,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
68.0,68324.0,,68324 Guavatá,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
68.0,68327.0,,68327 Güepsa,5,2,3,0,2,0,0,0,0,0,0,3,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
68.0,68344.0,,68344 Hato,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
68.0,68368.0,,68368 Jesús María,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
68.0,68370.0,,68370 Jordán,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
68.0,68377.0,,68377 La Belleza,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
68.0,68385.0,,68385 Landázuri,7,3,4,0,0,0,0,0,1,0,3,3,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
68.0,68397.0,,68397 La Paz,6,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
68.0,68406.0,,68406 Lebrija,46,23,23,0,15,15,0,0,0,0,8,8,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
68.0,68418.0,,68418 Los Santos,15,5,10,0,0,2,0,0,2,0,5,6,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
68.0,68425.0,,68425 Macaravita,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
68.0,68432.0,,68432 Málaga,14,4,10,0,3,10,0,0,0,0,1,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
68.0,68444.0,,68444 Matanza,5,4,1,0,2,0,0,0,0,0,2,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
68.0,68464.0,,68464 Mogotes,7,6,1,0,2,0,0,0,0,0,4,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
68.0,68468.0,,68468 Molagavita,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
68.0,68498.0,,68498 Ocamonte,4,2,2,0,0,1,0,0,0,0,2,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
68.0,68500.0,,68500 Oiba,10,6,4,0,2,1,0,0,0,0,4,3,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
68.0,68502.0,,68502 Onzaga,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
68.0,68522.0,,68522 Palmar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
68.0,68524.0,,68524 Palmas del Socorro,2,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
68.0,68533.0,,68533 Páramo,2,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
68.0,68547.0,,68547 Piedecuesta,163,81,82,0,76,67,0,0,0,0,5,15,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
68.0,68549.0,,68549 Pinchote,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
68.0,68572.0,,68572 Puente Nacional,6,3,3,0,2,1,0,0,0,0,1,2,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
68.0,68573.0,,68573 Puerto Parra,6,3,3,0,2,1,0,0,1,0,1,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
68.0,68575.0,,68575 Puerto Wilches,39,23,16,0,14,12,0,4,1,0,5,3,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
68.0,68615.0,,68615 Rionegro,16,8,8,0,3,3,0,0,0,0,5,5,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
68.0,68655.0,,68655 Sabana de Torres,33,22,11,0,13,6,0,3,0,0,6,5,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
68.0,68669.0,,68669 San Andrés,6,2,4,0,1,0,0,0,2,0,1,2,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
68.0,68673.0,,68673 San Benito,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
68.0,68679.0,,68679 San Gil,61,34,27,0,26,21,0,0,0,0,8,6,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
68.0,68682.0,,68682 San Joaquín,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
68.0,68684.0,,68684 San José de Miranda,5,1,4,0,0,3,0,0,0,0,1,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
68.0,68686.0,,68686 San Miguel,3,2,1,0,1,0,0,0,0,0,1,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
68.0,68689.0,,68689 San Vicente de Chucurí,30,16,14,0,8,6,0,1,3,0,7,5,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
68.0,68705.0,,68705 Santa Bárbara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
68.0,68720.0,,68720 Santa Helena del Opón,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
68.0,68745.0,,68745 Simacota,8,3,5,0,1,2,0,0,0,0,2,3,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
68.0,68755.0,,68755 Socorro,25,15,10,0,12,5,0,0,0,0,3,5,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
68.0,68770.0,,68770 Suaita,6,3,3,0,1,0,0,1,0,0,1,3,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
68.0,68773.0,,68773 Sucre,4,1,3,0,0,1,0,0,1,0,1,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
68.0,68780.0,,68780 Suratá,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
68.0,68820.0,,68820 Tona,10,2,8,0,0,1,0,1,2,0,1,5,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
68.0,68855.0,,68855 Valle de San José,6,3,3,0,0,1,0,0,0,0,3,2,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
68.0,68861.0,,68861 Vélez,15,8,7,0,5,5,0,1,0,0,2,2,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
68.0,68867.0,,68867 Vetas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
68.0,68872.0,,68872 Villanueva,6,4,2,0,4,2,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
68.0,68895.0,,68895 Zapatoca,11,6,5,0,4,2,0,0,0,0,2,3,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
68.0,68999.0,,Sin Información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
70.0,70000.0,70 Sucre,Total,1050,530,520,0,338,303,0,117,130,0,75,87,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
70.0,70001.0,,70001 Sincelejo,317,165,152,0,149,133,0,7,15,0,9,4,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
70.0,70110.0,,70110 Buenavista,10,4,6,0,4,4,0,0,2,0,0,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
70.0,70124.0,,70124 Caimito,16,11,5,0,5,0,0,2,4,0,4,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
70.0,70204.0,,70204 Colosó,10,4,6,0,2,2,0,1,2,0,1,2,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
70.0,70215.0,,70215 Corozal,59,25,34,0,23,25,0,2,7,0,0,2,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
70.0,70221.0,,70221 Coveñas,23,7,16,0,4,10,0,2,3,0,1,3,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
70.0,70230.0,,70230 Chalán,7,5,2,0,2,1,0,2,1,0,1,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
70.0,70233.0,,70233 El Roble,5,3,2,0,2,1,0,1,1,0,0,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
70.0,70235.0,,70235 Galeras,22,8,14,0,5,7,0,1,2,0,2,5,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
70.0,70265.0,,70265 Guaranda,29,17,12,0,10,4,0,0,3,0,7,5,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
70.0,70400.0,,70400 La Unión,11,7,4,0,2,0,0,1,0,0,4,4,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
70.0,70418.0,,70418 Los Palmitos,28,17,11,0,9,3,0,6,3,0,2,5,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
70.0,70429.0,,70429 Majagual,50,23,27,0,3,5,0,6,5,0,14,17,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
70.0,70473.0,,70473 Morroa,14,7,7,0,5,2,0,1,5,0,1,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
70.0,70508.0,,70508 Ovejas,21,14,7,0,11,4,0,1,1,0,2,2,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
70.0,70523.0,,70523 Palmito,16,7,9,0,4,2,0,2,3,0,1,4,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
70.0,70670.0,,70670 Sampués,44,22,22,0,13,11,0,3,7,0,6,4,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
70.0,70678.0,,70678 San Benito Abad,31,15,16,0,5,5,0,9,6,0,1,5,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
70.0,70702.0,,70702 San Juan de Betulia,31,19,12,0,5,3,0,14,9,0,0,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
70.0,70708.0,,70708 San Marcos,111,61,50,0,24,24,0,25,17,0,12,9,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
70.0,70713.0,,70713 San Onofre,56,22,34,0,9,14,0,11,15,0,2,5,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
70.0,70717.0,,70717 San Pedro,21,8,13,0,5,8,0,2,3,0,1,2,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
70.0,70742.0,,70742 San Luis de Sincé,43,21,22,0,15,13,0,6,8,0,0,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
70.0,70771.0,,70771 Sucre,11,5,6,0,1,4,0,3,2,0,1,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
70.0,70820.0,,70820 Santiago de Tolú,44,23,21,0,16,16,0,4,2,0,3,3,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
70.0,70823.0,,70823 Tolú Viejo,20,10,10,0,5,2,0,5,4,0,0,4,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
70.0,70999.0,,Sin Información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
73.0,73000.0,73 Tolima,Total,1134,581,553,0,387,385,0,28,38,0,166,130,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
73.0,73001.0,,73001 Ibagué,444,231,213,0,209,195,0,7,11,0,15,7,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
73.0,73024.0,,73024 Alpujarra,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
73.0,73026.0,,73026 Alvarado,8,4,4,0,3,2,0,1,0,0,0,2,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
73.0,73030.0,,73030 Ambalema,6,1,5,0,1,4,0,0,0,0,0,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
73.0,73043.0,,73043 Anzoátegui,4,2,2,0,0,0,0,0,1,0,2,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
73.0,73055.0,,73055 Armero,7,4,3,0,4,2,0,0,0,0,0,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
73.0,73067.0,,73067 Ataco,13,7,6,0,0,2,0,1,1,0,6,3,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
73.0,73124.0,,73124 Cajamarca,10,5,5,0,1,3,0,0,0,0,4,2,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
73.0,73148.0,,73148 Carmen de Apicalá,8,5,3,0,5,2,0,0,0,0,0,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
73.0,73152.0,,73152 Casabianca,4,4,0,0,1,0,0,0,0,0,3,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
73.0,73168.0,,73168 Chaparral,56,31,25,0,17,14,0,2,1,0,12,10,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
73.0,73200.0,,73200 Coello,6,3,3,0,0,1,0,0,1,0,3,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
73.0,73217.0,,73217 Coyaima,32,15,17,0,2,1,0,1,2,0,12,14,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
73.0,73226.0,,73226 Cunday,5,0,5,0,0,3,0,0,0,0,0,2,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
73.0,73236.0,,73236 Dolores,8,1,7,0,1,2,0,0,1,0,0,4,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
73.0,73268.0,,73268 Espinal,75,35,40,0,26,34,0,3,3,0,6,3,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
73.0,73270.0,,73270 Falan,5,3,2,0,1,0,0,1,0,0,1,2,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
73.0,73275.0,,73275 Flandes,23,12,11,0,9,11,0,0,0,0,3,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
73.0,73283.0,,73283 Fresno,31,20,11,0,9,7,0,0,1,0,11,3,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
73.0,73319.0,,73319 Guamo,21,17,4,0,9,2,0,0,2,0,8,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
73.0,73347.0,,73347 Herveo,6,1,5,0,1,2,0,0,1,0,0,2,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
73.0,73349.0,,73349 Honda,10,3,7,0,3,6,0,0,0,0,0,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
73.0,73352.0,,73352 Icononzo,15,10,5,0,4,1,0,0,0,0,6,4,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
73.0,73408.0,,73408 Lérida,11,6,5,0,5,4,0,0,0,0,1,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
73.0,73411.0,,73411 Líbano,29,11,18,0,8,12,0,1,2,0,2,4,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
73.0,73443.0,,73443 San Sebastián de Mariquita,30,17,13,0,13,11,0,0,0,0,4,2,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
73.0,73449.0,,73449 Melgar,47,23,24,0,19,22,0,0,0,0,4,2,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
73.0,73461.0,,73461 Murillo,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
73.0,73483.0,,73483 Natagaima,8,4,4,0,1,1,0,0,0,0,3,3,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
73.0,73504.0,,73504 Ortega,26,13,13,0,4,5,0,0,1,0,9,7,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
73.0,73520.0,,73520 Palocabildo,10,6,4,0,1,2,0,1,0,0,4,2,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
73.0,73547.0,,73547 Piedras,5,2,3,0,2,1,0,0,0,0,0,2,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
73.0,73555.0,,73555 Planadas,36,21,15,0,7,4,0,3,3,0,11,8,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
73.0,73563.0,,73563 Prado,5,2,3,0,1,1,0,0,0,0,1,2,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
73.0,73585.0,,73585 Purificación,17,5,12,0,1,5,0,2,0,0,2,7,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
73.0,73616.0,,73616 Rioblanco,27,13,14,0,1,5,0,2,1,0,10,8,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
73.0,73622.0,,73622 Roncesvalles,3,2,1,0,0,0,0,1,0,0,1,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
73.0,73624.0,,73624 Rovira,23,9,14,0,4,4,0,0,4,0,5,6,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
73.0,73671.0,,73671 Saldaña,13,4,9,0,2,7,0,1,0,0,1,2,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
73.0,73675.0,,73675 San Antonio,9,5,4,0,1,2,0,0,0,0,4,2,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
73.0,73678.0,,73678 San Luis,10,7,3,0,2,1,0,0,1,0,5,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
73.0,73686.0,,73686 Santa Isabel,3,1,2,0,0,0,0,0,0,0,1,2,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
73.0,73770.0,,73770 Suárez,4,3,1,0,2,0,0,0,0,0,1,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
73.0,73854.0,,73854 Valle de San Juan,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
73.0,73861.0,,73861 Venadillo,8,3,5,0,3,3,0,0,1,0,0,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
73.0,73870.0,,73870 Villahermosa,7,5,2,0,2,1,0,0,0,0,3,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
73.0,73873.0,,73873 Villarrica,3,2,1,0,0,0,0,0,0,0,2,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
73.0,73999.0,,Sin Información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
76.0,76000.0,76 Valle del Cauca,Total,3142,1566,1575,1,1365,1347,1,103,127,0,98,101,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
76.0,76001.0,,76001 Cali,1609,803,806,0,779,777,0,15,15,0,9,14,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
76.0,76020.0,,76020 Alcalá,8,6,2,0,5,2,0,0,0,0,1,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
76.0,76036.0,,76036 Andalucía,10,6,4,0,6,2,0,0,2,0,0,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
76.0,76041.0,,76041 Ansermanuevo,7,5,2,0,4,2,0,0,0,0,1,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
76.0,76054.0,,76054 Argelia,3,2,1,0,0,1,0,0,0,0,2,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
76.0,76100.0,,76100 Bolívar,5,3,2,0,0,0,0,1,1,0,2,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
76.0,76109.0,,76109 Buenaventura,253,119,134,0,102,109,0,8,12,0,9,13,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
76.0,76111.0,,76111 Guadalajara de Buga,93,49,44,0,40,32,0,2,2,0,7,10,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
76.0,76113.0,,76113 Bugalagrande,21,9,12,0,3,5,0,4,5,0,2,2,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
76.0,76122.0,,76122 Caicedonia,16,7,9,0,6,7,0,0,1,0,1,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
76.0,76126.0,,76126 Calima,8,4,4,0,0,3,0,1,0,0,3,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
76.0,76130.0,,76130 Candelaria,84,36,48,0,21,15,0,12,27,0,3,6,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
76.0,76147.0,,76147 Cartago,80,34,46,0,33,45,0,0,0,0,1,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
76.0,76233.0,,76233 Dagua,21,6,15,0,1,3,0,1,7,0,4,5,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
76.0,76243.0,,76243 El Águila,6,0,6,0,0,0,0,0,1,0,0,5,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
76.0,76246.0,,76246 El Cairo,4,2,2,0,1,2,0,0,0,0,1,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
76.0,76248.0,,76248 El Cerrito,29,15,14,0,12,11,0,3,2,0,0,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
76.0,76250.0,,76250 El Dovio,15,7,8,0,3,2,0,1,0,0,3,6,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
76.0,76275.0,,76275 Florida,33,16,17,0,10,15,0,2,1,0,4,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
76.0,76306.0,,76306 Ginebra,10,6,4,0,3,3,0,1,0,0,2,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
76.0,76318.0,,76318 Guacarí,25,12,13,0,8,10,0,4,3,0,0,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
76.0,76364.0,,76364 Jamundí,160,87,73,0,66,63,0,7,3,0,14,7,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
76.0,76377.0,,76377 La Cumbre,7,2,5,0,0,0,0,2,2,0,0,3,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
76.0,76400.0,,76400 La Unión,20,12,8,0,11,8,0,1,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
76.0,76403.0,,76403 La Victoria,9,5,4,0,4,2,0,0,0,0,1,2,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
76.0,76497.0,,76497 Obando,6,4,2,0,2,1,0,0,0,0,2,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
76.0,76520.0,,76520 Palmira,210,104,106,0,84,85,0,16,17,0,4,4,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
76.0,76563.0,,76563 Pradera,37,21,16,0,19,14,0,1,1,0,1,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
76.0,76606.0,,76606 Restrepo,11,6,5,0,3,2,0,0,1,0,3,2,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
76.0,76616.0,,76616 Riofrío,8,4,4,0,0,2,0,4,1,0,0,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
76.0,76622.0,,76622 Roldanillo,25,14,11,0,12,6,0,0,2,0,2,3,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
76.0,76670.0,,76670 San Pedro,4,3,1,0,2,0,0,0,1,0,1,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
76.0,76736.0,,76736 Sevilla,29,12,17,0,8,12,0,0,3,0,4,2,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
76.0,76823.0,,76823 Toro,7,6,1,0,4,1,0,0,0,0,2,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
76.0,76828.0,,76828 Trujillo,5,0,5,0,0,1,0,0,2,0,0,2,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
76.0,76834.0,,76834 Tuluá,136,73,63,0,60,52,0,8,9,0,5,2,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
76.0,76845.0,,76845 Ulloa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
76.0,76863.0,,76863 Versalles,4,2,2,0,2,1,0,0,0,0,0,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
76.0,76869.0,,76869 Vijes,7,5,2,0,2,1,0,1,0,0,2,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
76.0,76890.0,,76890 Yotoco,7,3,4,0,2,2,0,1,2,0,0,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
76.0,76892.0,,76892 Yumbo,80,38,41,1,36,39,1,1,1,0,1,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
76.0,76895.0,,76895 Zarzal,30,18,12,0,11,9,0,6,3,0,1,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
76.0,76999.0,,Sin Información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
81.0,81000.0,81 Arauca,Total,329,170,159,0,103,100,0,18,9,0,49,50,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
81.0,81001.0,,81001 Arauca,124,59,65,0,53,54,0,0,0,0,6,11,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
81.0,81065.0,,81065 Arauquita,59,33,26,0,11,11,0,12,5,0,10,10,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
81.0,81220.0,,81220 Cravo Norte,3,0,3,0,0,2,0,0,0,0,0,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
81.0,81300.0,,81300 Fortul,27,11,16,0,5,5,0,0,1,0,6,10,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
